40000 29 515 
13628 8776 T 16
13559 39931 D 17
23534 9065 T 3
23327 4651 D 12
23885 23599 T 5
7240 9430 T 14
26311 34427 D 6
36654 39446 S 8
4573 10187 T 11
10117 15176 T 6
20593 35408 T 11
58 25698 D 7
5648 32771 D 6
2201 3813 T 13
34592 4503 S 14
300 27276 S 4
37462 22288 T 17
33815 16076 S 19
7835 28216 S 4
10265 34096 D 7
26867 5912 S 5
6076 32096 D 12
32950 26329 T 5
9956 18844 T 4
37483 2881 D 15
18956 1632 T 12
26199 13085 T 9
7180 19221 T 17
25132 37525 T 3
25972 22449 D 7
5129 16488 T 13
31683 35696 T 2
38576 22904 T 16
20887 18869 S 11
28305 28059 D 14
3631 15921 D 3
9797 34401 S 3
13201 4546 S 18
17385 19560 T 7
15255 1321 D 1
24225 15045 S 17
30265 21089 T 2
9147 12094 T 3
24366 28990 S 15
23390 10563 T 11
15108 968 D 6
20527 37387 T 9
38708 39791 S 2
11188 30026 D 2
11114 25645 S 8
34091 26777 D 8
15766 19984 D 11
30546 38898 T 13
39866 36072 D 18
29810 36057 T 11
32199 14838 T 1
4863 21250 T 19
3246 21210 D 13
4338 7384 D 15
27367 24761 T 15
23658 410 T 15
36481 10767 S 10
3175 5495 D 5
20332 11662 S 2
32911 36300 D 10
13861 15517 D 15
19253 5635 T 9
30395 6612 D 1
7021 29856 S 2
622 23249 S 3
28743 33653 T 10
1666 26983 D 12
23282 13550 D 8
25419 13280 T 13
18915 6342 D 9
9305 21228 T 2
11083 39048 T 8
22296 35024 S 12
25028 76 T 2
27058 36141 D 8
9690 37410 T 16
10689 15522 T 18
18215 3771 D 5
21350 384 S 10
35783 9078 T 3
454 1396 T 7
37823 30989 D 16
23481 22499 S 10
19908 35403 T 16
7276 20759 D 14
20881 870 T 19
37606 9558 T 10
18635 24205 T 17
21952 22342 D 1
13330 5798 T 8
28297 32577 D 18
24331 10961 T 4
28071 759 S 17
37980 26458 D 6
32367 34898 S 13
15455 29494 T 5
11836 27361 S 9
33158 14538 T 5
7115 37362 S 10
4674 10217 D 4
7327 36499 D 17
19308 5580 S 1
477 22567 S 10
8413 1819 D 9
25531 23220 S 11
37758 9146 T 12
6507 11559 T 13
18127 8423 D 4
4921 38322 D 8
3901 28002 S 9
6921 3984 S 19
2154 22700 D 16
2272 30047 S 2
35545 31921 D 19
39831 26623 D 16
35045 6210 D 12
4531 26873 D 13
11227 38207 S 2
38543 18524 T 9
37576 25410 T 17
11808 31103 D 15
19375 30182 S 3
13156 8041 D 15
14250 29627 D 2
12851 14119 T 17
8677 29075 T 12
3951 28405 S 9
10166 36294 S 6
23748 30302 T 3
20483 24135 T 19
32175 8542 T 4
38168 35411 S 3
5881 1470 D 4
30545 26374 S 17
11130 29690 S 7
22335 30095 D 12
16748 18001 T 6
38488 16936 D 17
25478 21761 D 9
17171 11345 D 8
12814 18814 T 11
1539 15736 D 3
1778 19279 D 15
5725 26287 T 15
4288 24804 D 2
38092 39624 T 6
21384 15929 S 3
23625 30932 S 3
6097 8269 S 13
24005 19408 S 13
35038 6969 T 19
33255 29142 S 12
10298 31991 D 15
31614 15512 T 7
27792 31873 T 8
22804 18563 T 1
26831 33058 T 4
8817 9540 T 19
16508 39213 T 9
28354 16906 T 8
8896 25731 D 9
1242 31699 S 2
23572 14111 S 8
29025 1008 S 14
30417 20864 D 6
30403 12361 D 14
11573 36760 S 7
13665 2087 T 4
27817 31024 D 3
19074 25630 T 14
36092 11245 D 1
8604 29702 S 8
10565 16715 T 17
29076 34044 T 7
30803 6308 S 16
4746 20911 D 12
8286 39152 S 5
24781 32416 T 12
3660 28079 D 13
14132 36013 D 5
12727 2239 D 7
36282 11652 T 19
14311 24783 T 1
5693 3987 T 3
3138 25943 S 15
18358 24044 D 3
8474 185 S 4
36197 34616 S 15
36854 11075 T 12
22726 38582 D 4
23364 33531 S 5
37517 20414 T 5
6356 33426 T 17
17469 15474 S 9
15658 26415 D 9
21031 37606 T 10
8680 13260 T 7
11841 12998 T 15
6528 33588 S 1
14001 12702 S 5
6128 15029 T 18
26854 854 T 14
23620 39843 T 13
33800 20548 T 7
33807 15312 D 2
28310 4083 T 18
34022 6872 D 17
19573 28986 S 2
366 22503 T 2
19708 36945 T 5
36787 33150 T 5
10049 15918 T 14
31229 8708 D 7
12790 32113 T 19
38984 38663 T 11
24000 32266 S 5
11120 31663 S 5
28607 26722 D 2
19871 34833 S 12
7102 30804 S 18
35863 28683 T 6
17147 17650 D 6
12664 19350 T 10
7967 20702 D 19
12365 14371 T 14
1092 36768 S 6
27953 24103 D 5
14907 26413 S 15
15095 308 T 4
14309 20290 D 10
35991 32113 D 14
12815 26422 S 8
37145 25657 S 5
22425 37921 T 3
22023 11837 T 9
38249 31518 D 3
28177 8878 S 3
25519 39362 D 16
27827 34852 D 11
17625 1212 S 18
23220 37375 D 16
31647 17610 D 6
25798 10506 S 17
38375 36407 S 17
1636 28380 T 13
24094 252 D 3
31455 26833 S 10
24396 23786 T 10
17512 25908 T 5
39869 14687 S 5
21544 15185 T 10
7944 36157 D 17
24536 17262 D 9
13865 1748 D 2
24933 22163 S 10
5948 30949 T 3
13208 19258 T 9
30296 853 D 8
12389 1157 T 7
33665 23631 D 17
37244 19347 S 8
17447 36432 D 8
18595 23528 S 7
14476 21353 D 4
36962 22378 S 1
19582 28555 S 19
26063 23554 D 2
3536 31268 D 17
6967 17458 D 15
13890 21018 D 9
4545 27552 D 10
5256 6786 S 7
29163 36517 T 6
25071 24919 S 13
4824 2072 D 7
29692 25136 S 19
38946 17376 D 8
38393 29620 S 12
13523 4102 D 17
7239 17716 D 16
10584 39524 T 9
20794 34916 T 2
33339 30348 T 1
11836 35817 S 19
9545 18868 D 18
4839 10692 S 13
14793 21887 D 13
35955 7190 T 16
3065 12634 D 4
7549 38033 S 9
24733 39803 D 8
35620 25363 D 1
4231 16370 T 3
27061 9382 T 18
27620 13625 T 12
17167 35020 S 19
7653 21359 D 6
15743 9916 T 17
6071 21764 S 2
3478 29797 T 16
2518 5360 D 12
14741 29614 T 5
39591 4370 D 12
35742 5101 D 15
22811 33780 T 5
47 16442 T 1
38205 17830 D 14
3978 66 S 12
5426 11574 D 4
1187 16559 S 14
20929 37516 S 16
38968 3576 T 10
33707 24065 S 12
36858 1119 D 19
18948 36731 D 4
36797 35189 S 7
6762 14549 D 3
31108 30321 T 8
27836 18961 D 16
22536 30527 T 17
14592 14320 T 6
15439 2568 S 14
39298 32310 S 11
23850 35787 S 6
10336 9758 D 3
78 32690 D 3
11651 20294 T 17
10820 8704 D 5
23023 13126 D 13
15693 28778 T 1
17439 39213 D 13
35000 2102 T 7
11859 12215 T 16
1257 38366 D 3
18659 3619 T 9
12322 2927 S 16
16052 37156 D 3
25933 12059 T 13
11271 6873 T 17
8974 21963 S 12
30529 140 T 8
34857 25320 T 12
25290 37191 T 19
117 39641 S 17
33148 12166 S 1
24224 36405 D 9
3277 16163 T 10
34477 35128 D 9
31619 11258 D 7
36577 10536 S 19
7726 28390 S 6
24382 1486 S 14
13651 20978 S 12
17383 8113 S 7
24275 24188 S 5
19315 7751 S 9
19009 9601 T 6
20136 26454 D 13
11196 5982 S 8
3819 12418 S 8
29747 2417 T 14
10530 37768 D 10
21955 38808 D 9
2911 6366 T 19
15966 35019 T 18
17824 16713 D 15
19047 5073 D 19
13842 30405 S 9
29173 4733 S 16
2500 20264 T 12
15424 37116 T 8
39833 16038 T 17
7408 23162 S 11
36227 17620 D 7
19044 27901 S 6
14657 27527 T 14
32259 32598 T 6
12862 30740 D 7
24207 26696 T 3
2733 35925 S 17
15438 33493 T 10
7464 2323 S 14
30223 14129 D 3
1655 4922 S 15
37519 4942 D 14
35681 36939 S 1
23634 30689 S 3
26613 25520 S 7
15364 24579 D 14
26901 29706 S 7
186 14135 D 12
19056 19765 D 3
24706 17127 S 12
14065 11025 T 11
1714 25956 T 10
7827 9625 S 12
30555 29498 S 13
15555 4408 D 6
14894 38340 T 3
14456 6034 T 16
19512 26531 S 11
33908 37931 D 12
23886 746 T 8
6722 39730 T 15
25579 13624 D 11
14383 34716 T 4
33055 19858 S 3
25891 22801 D 6
9332 7978 D 6
5908 15661 T 18
16406 11860 S 7
7941 21816 T 2
31791 24189 T 13
18905 33282 D 15
13139 4079 T 2
26879 7900 D 17
15878 28818 S 8
4478 27362 S 5
39222 14843 T 6
36658 9821 S 11
34009 17091 D 8
10373 15475 T 12
19553 29748 T 16
37648 8731 T 2
37548 31145 T 2
18506 28647 T 8
39841 5029 S 3
14849 7329 T 14
24419 8622 S 12
24096 32049 S 5
21797 22601 D 3
31332 5424 D 3
36568 10036 T 6
35034 31923 T 14
36951 39448 T 16
6776 5374 D 13
10347 31482 D 4
19883 26046 D 16
8647 37226 D 8
39001 32201 T 11
2236 37871 D 18
29793 28849 S 8
28297 8924 T 8
10649 8255 T 1
36088 34011 S 14
20056 38936 D 5
32513 24177 S 10
16377 35647 S 1
33517 26778 D 16
15627 29785 D 3
35060 1299 D 5
5905 7020 D 14
37382 31196 D 14
26483 24665 D 5
8842 16577 D 13
8575 33940 D 2
17070 37823 D 15
23959 24509 S 6
22159 17371 D 11
20742 4132 T 11
35328 719 S 13
25384 27106 S 13
3682 7664 T 14
37955 1384 T 17
35558 28804 S 16
9664 33392 S 1
7115 15963 D 5
20095 2641 S 6
39712 30594 S 12
17699 30739 T 3
34754 20520 D 15
18255 33391 D 5
18546 8155 T 3
37898 17270 T 1
33233 32617 D 3
35258 27902 T 9
18495 11386 S 7
38477 24789 T 9
1660 32968 S 9
22710 22726 T 17
27232 12463 S 11
29732 2198 D 12
34814 8416 T 15
36317 6797 S 19
18183 34157 T 11
15297 10334 T 5
39653 21234 S 17
311 19653 S 10
32115 5785 D 16
7982 31866 T 3
281 26507 D 12
33304 3313 T 16
33821 521 D 2
7207 23439 S 8
4672 19296 T 2
38948 5542 T 3
11327 34249 D 18
22466 6772 D 8
29631 377 S 15
41 8862 S 5
9382 7970 T 12
31408 25403 T 6
4698 5371 D 16
10913 18992 D 7
9592 36669 S 11
39792 9057 S 2
5785 12258 T 13
17471 35829 D 7
3798 35367 S 11
20769 15942 S 5
21312 10457 D 15
29448 12873 T 8
5893 37768 S 18
3176 24010 T 3
36267 36516 D 15
28697 3524 D 18
38890 33084 T 5
5377 37095 S 3
7552 19643 S 3
28867 15133 T 9
9252 5245 T 18
29254 20956 S 17
17471 21577 D 18
25101 28901 S 17
18336 8119 D 11
1566 30532 T 10
6527 14719 D 5
26203 20264 T 15
25508 16002 T 14
36957 14675 D 13
36251 28594 S 1
13847 1014 D 8
9132 30748 D 3
17632 15349 D 10
26419 7688 S 10
27951 38757 T 17
14758 37716 D 18
12390 21205 T 11
9798 32142 S 3
29507 13443 D 10
542 24423 T 16
36123 14555 T 18
22242 14584 D 4
13340 28644 T 15
22711 8222 D 7
25778 11359 T 7
39852 11841 T 7
25283 27748 S 3
8522 26386 S 1
37292 2679 D 14
17262 11400 D 10
36395 2432 S 7
7005 7565 T 14
18923 3351 S 12
15191 278 S 13
24377 28831 T 5
11568 26646 S 10
25676 13780 S 6
21532 39878 S 18
2309 1291 D 16
8855 290 D 13
39992 19505 T 4
16135 91 D 15
25274 31009 D 10
14006 16357 S 12
30137 15852 T 8
15729 28859 T 17
30150 15679 S 17
12321 14850 T 7
30707 11444 S 2
11535 24909 D 16
12269 26167 S 11
2524 24756 S 10
607 21277 S 18
6488 19327 T 12
31358 7129 T 12
21978 533 S 9
8328 25243 T 2
10151 12283 D 18
38449 35725 T 5
16832 27353 S 10
4981 16069 S 11
31748 17201 S 3
24329 25504 D 5
22388 28178 T 12
9772 20273 T 19
32555 12653 T 8
8377 3739 S 16
31091 3718 T 14
19786 25474 T 3
39026 1050 S 5
22905 6826 T 18
31356 30409 S 9
7033 35639 S 12
8291 16094 T 14
19832 4325 D 17
8042 33576 T 7
15402 39939 D 7
37340 19405 T 16
26230 12848 D 17
39608 10598 S 9
2588 32464 D 13
8558 25873 T 4
30198 14828 S 19
4756 28063 S 9
24353 7186 S 9
22942 21419 D 18
30618 12880 D 10
23477 34523 T 12
23338 28499 S 16
14372 9896 D 18
21075 1354 T 1
25768 10633 T 2
14170 29625 S 8
7395 19155 T 17
32034 18444 D 3
9318 6861 D 8
35360 23924 T 10
30171 26593 D 7
24298 38865 T 16
5849 32117 T 4
18093 37403 S 9
12909 8817 S 14
27260 33496 T 4
356 3785 T 12
27708 39190 D 9
25783 1503 D 17
368 18902 S 3
11018 29384 T 12
23138 28769 S 18
37585 27151 D 11
20646 10494 S 10
14278 36062 T 6
31603 3921 D 11
5423 38042 D 10
16944 36665 D 3
26048 23647 T 4
12415 28019 D 15
11521 38922 T 17
9415 38025 D 13
30438 11643 T 19
11915 27299 T 2
25340 15945 S 7
12609 16892 T 19
538 18 D 10
28036 5776 T 17
4697 35907 T 12
33931 30297 S 13
38292 1589 D 11
28887 38535 T 9
14479 39726 D 8
12969 35808 T 17
35825 26287 T 4
28414 27522 T 4
23428 545 D 4
27194 26781 T 16
28370 835 T 9
39370 19585 S 4
15662 29751 S 19
25558 19381 D 18
2019 14002 D 15
1523 10417 S 8
10962 23466 S 15
6598 29439 S 10
30274 15680 D 7
35264 25464 S 9
15214 29832 D 2
9212 30746 S 8
4748 12803 T 2
23220 17908 T 6
37725 15286 D 6
4725 5029 D 7
20708 567 T 9
26031 6241 T 14
36073 11858 D 6
2604 13224 D 3
26027 7232 T 19
25140 22951 S 14
38237 17520 D 3
22548 19179 D 1
16097 37061 D 14
3301 27882 S 3
39739 34441 S 4
7665 10226 D 5
13810 1424 T 4
24374 24473 D 11
1992 34406 D 2
13584 37991 T 2
35051 36075 S 12
23956 24233 T 4
18673 31436 D 8
1662 13839 T 9
15262 1074 D 17
25546 17990 D 9
12395 25927 T 2
23917 36220 S 8
28646 36520 D 11
17104 4098 D 13
35534 4089 D 18
14280 23899 T 9
24973 8843 T 3
23184 33181 D 17
15459 2833 D 6
35404 26269 D 13
19140 21068 T 12
25166 18351 D 16
22439 3187 S 12
23437 8669 T 16
13863 37194 T 3
26726 6037 S 13
5221 6884 D 10
29504 8956 D 15
26376 14026 D 11
32376 25960 T 8
25498 31891 T 7
559 19550 S 16
16743 21677 T 13
24065 36794 S 12
3677 39914 D 13
5222 14582 T 9
24959 32117 T 2
14428 20783 S 14
9025 29087 T 4
8636 11610 D 3
33287 24524 D 1
21317 27202 T 6
23467 32897 S 4
3831 38107 D 14
26575 8828 S 4
25962 30974 D 19
20060 35195 S 10
6804 13978 S 18
34854 31974 S 3
15527 13132 D 15
6029 33799 D 6
31905 29724 S 5
38552 1121 D 13
32094 5817 S 19
1011 9474 S 12
19804 327 S 18
28652 10752 T 5
23883 10100 T 6
3898 12610 D 16
2334 34768 D 7
32240 19171 T 8
24987 33951 D 8
39777 19093 S 7
15771 27121 S 13
37872 10469 D 5
16921 33528 D 2
2490 490 T 6
31609 12661 S 15
31831 20159 T 14
10462 26427 D 16
5519 18383 D 4
5503 13108 T 2
23576 16068 S 6
5947 18553 T 5
19042 23341 T 3
36002 8020 D 18
24531 31734 T 11
18160 29221 T 10
3955 24101 D 11
37208 12435 S 10
24854 19720 S 12
34624 31648 D 4
14988 5198 T 15
13217 11516 S 15
39602 25229 T 6
14449 27022 T 17
11122 31812 D 16
599 26100 T 17
2171 32150 S 6
23797 4544 D 2
9741 23830 D 14
35345 30353 D 14
15581 6145 S 2
29519 3201 T 19
31364 21700 S 17
4151 16192 T 8
8341 19073 T 2
23616 38981 D 18
22810 22452 D 11
12804 26072 T 11
28568 14862 D 10
14414 12252 S 17
33952 9454 D 15
25645 560 D 7
19633 29297 T 3
28277 38800 S 18
17604 38324 S 17
24395 27748 D 12
2610 22611 T 10
34862 35181 S 6
4634 9595 S 19
6506 13097 S 4
38745 39438 T 5
38237 7749 D 7
6072 12755 T 19
503 10445 D 4
33055 19882 D 19
15062 28342 T 19
34288 21755 T 12
31203 26937 S 10
26374 1724 T 11
9472 4130 D 6
16884 32104 T 13
2548 38490 S 15
14724 22391 D 17
10732 22006 D 12
112 15803 T 6
39092 25445 D 7
27168 27282 S 15
31411 35933 T 9
28036 7244 T 9
2086 27937 S 16
6679 35110 D 18
13467 12424 D 13
24579 17294 S 3
39091 15206 S 5
38840 4617 T 19
549 20485 D 18
27729 5984 T 13
30272 27112 D 16
22221 9566 S 16
21990 22194 T 2
39487 3212 T 19
14769 32074 T 17
36690 29491 T 4
9975 24161 D 14
30144 23100 S 3
6563 23193 D 1
32759 17130 S 10
39323 22791 S 16
22354 4255 D 11
32680 3980 D 6
33470 36347 T 13
20508 30540 D 8
9992 14071 S 8
33615 33837 T 4
10967 18863 D 17
38006 11490 D 18
12096 31892 S 5
35871 9971 D 16
6317 2511 S 15
33051 15691 S 18
26113 17596 D 16
7784 13988 D 8
32850 39924 T 1
7765 30840 D 15
19083 17750 S 16
24072 7836 T 2
10346 18838 T 8
30880 7390 T 3
21337 11440 D 4
25427 35523 D 1
31798 29612 S 5
16804 13048 D 19
27149 33114 D 2
37301 36892 S 2
15729 15172 D 1
18914 39238 T 12
10677 5728 S 13
37602 26296 T 6
12259 12565 S 9
25612 33792 D 11
23257 24842 S 2
21734 18292 D 12
29816 21003 T 12
16593 9430 S 15
11509 23756 S 13
6403 23158 T 16
35722 12879 D 7
3022 25374 S 17
6567 7128 D 19
25419 16795 T 1
34150 11591 D 2
17373 18348 S 10
2103 6789 D 12
29946 25556 D 5
34786 27591 D 18
12964 26499 D 16
33626 16325 T 15
29472 18999 S 11
26942 3647 T 17
21994 21427 D 13
28216 20241 D 1
5796 8821 D 7
36411 36234 D 5
19084 7880 D 19
20556 25790 T 17
4789 11438 D 18
11436 24360 T 4
5787 21940 T 18
2180 35533 D 7
705 37749 D 11
30335 28704 T 15
36583 24449 D 2
6591 2935 T 2
14372 13516 S 16
37875 28206 D 14
10145 22169 T 15
17701 31584 D 19
25684 6968 S 18
32023 7416 D 10
28216 266 S 6
3200 21964 S 13
35479 38347 S 9
26552 8021 D 10
30189 12788 T 16
4371 7432 T 17
10751 27219 T 2
34634 20563 S 9
20828 26177 D 11
4493 16543 D 16
14889 30381 T 8
38401 12098 T 9
24885 28917 D 6
32700 11825 T 14
35396 7139 T 18
27701 26656 S 1
9184 26885 T 6
39779 26854 D 10
13587 28730 S 11
37179 36003 D 14
24919 26108 D 19
34285 8737 D 13
15875 12697 T 4
35704 25290 D 4
8526 37361 S 19
20566 17617 T 13
2698 24485 T 17
20487 35770 T 1
21877 18664 D 5
27400 25850 S 8
34898 18252 S 14
3541 8008 S 1
5368 35809 D 13
13425 32394 S 5
16878 18927 S 3
14696 30641 D 9
9304 11200 S 19
33401 3980 T 13
18583 32233 T 4
240 36145 S 17
31953 3612 S 17
36006 680 D 12
15958 26554 S 8
13546 2072 T 8
9624 21716 S 10
25696 1288 S 5
33521 31979 D 7
28123 9644 S 10
13256 16314 S 19
16993 28712 D 11
11617 14150 T 11
12573 36233 D 17
17949 12971 D 13
14258 1949 T 19
33927 27025 T 19
33021 22664 S 7
38977 9337 S 18
34400 15790 S 16
29939 14279 S 18
6863 24596 D 12
37566 2630 S 1
930 25431 D 18
8807 39250 S 19
21913 4438 D 4
13774 9045 S 7
24835 23886 T 4
38164 34420 S 1
19015 31047 S 9
30028 7346 T 11
29128 26115 D 18
21716 35423 T 8
39860 36919 T 18
2315 3132 D 19
27017 25048 D 15
19467 4613 D 2
35659 9097 D 19
16443 21575 S 12
4041 38809 S 13
30583 28673 D 18
25591 2954 D 9
6085 18582 T 15
39981 2383 D 7
6995 33893 D 19
2989 18397 S 13
36323 37687 T 18
32847 13912 S 10
38936 8206 D 1
7511 10647 T 14
29228 16540 D 18
18922 6736 D 7
628 15638 S 6
30386 2316 T 3
36354 33455 D 17
3718 5894 S 10
10451 19201 T 14
29847 32313 D 12
8852 23660 D 5
26747 5991 T 12
17980 27665 D 7
26333 6739 T 13
193 11199 T 8
13444 17217 T 10
36418 30094 S 1
22407 18818 D 18
38829 39026 S 19
1368 18127 S 16
2143 36640 T 11
39731 11839 T 6
19389 15750 D 11
29318 3100 D 12
29546 3986 S 18
19155 39096 S 18
38121 7647 S 4
22125 9208 D 2
5848 31954 S 15
3792 16606 S 10
28707 38389 S 9
1488 14495 T 9
18480 37517 T 1
36612 27953 S 11
35599 11878 S 15
21085 38463 D 11
30416 3788 D 7
16746 27065 D 4
21805 15156 S 9
29650 12643 D 5
6511 2716 D 9
30668 10436 T 15
22313 17483 T 14
12297 31388 S 3
31527 8246 S 9
31662 36065 S 6
7572 29903 D 16
38897 137 T 5
39205 36522 D 3
6957 35440 T 1
9274 1887 T 8
29626 8403 S 1
13000 10257 T 4
2673 35851 T 17
22106 3939 D 5
427 38223 D 4
31096 27642 D 3
19433 31048 D 9
29287 5396 D 1
10150 30909 S 14
37517 14896 T 18
10746 31344 D 2
35282 3305 S 16
37880 29317 D 17
16959 13897 S 18
1296 3404 D 18
5151 31724 D 6
18984 31317 S 12
6212 15315 D 2
6658 12529 T 4
15834 12716 T 15
2033 18393 D 7
32289 22418 S 8
22173 29533 S 18
17608 19067 T 6
10383 30129 S 9
1795 15188 D 10
27717 32415 D 9
1483 29797 D 14
8189 9004 D 8
27773 19645 D 18
5530 7282 D 5
26348 25300 T 17
15428 21875 T 11
37063 35931 S 8
28346 17825 S 4
3973 27349 S 12
32704 37606 D 13
13602 35754 T 10
3035 13098 S 4
38397 14699 T 8
36574 28491 D 1
24422 38479 D 5
12655 28501 T 14
12201 14047 D 8
8004 30482 T 17
22587 8505 D 1
21602 39355 T 7
10405 26522 S 13
11365 6626 D 3
5104 4434 T 6
32934 29257 T 7
3303 8580 S 14
39061 28121 D 19
36626 26349 D 5
22055 7679 D 3
34200 13805 S 8
20430 32754 S 14
37187 31660 D 17
20916 19434 T 3
24365 34347 T 13
22468 21137 T 15
3837 37747 D 2
5425 13655 D 17
27460 14139 D 19
3244 31944 S 17
19956 18471 T 6
34256 11212 T 14
1911 9667 S 5
27155 36171 T 16
33917 26196 S 13
39851 31585 D 5
2075 25911 D 4
17855 14027 S 7
28850 18059 D 14
25622 12824 T 5
18843 120 T 18
32642 8082 S 18
30630 6574 D 14
38158 10270 D 8
36180 38394 S 2
8773 33059 S 2
11117 39579 D 19
8754 18802 D 10
18922 28882 D 7
36964 23284 D 6
29858 13074 T 19
23343 17620 S 19
12365 15557 D 15
8615 34455 S 16
30385 35836 T 19
14637 29794 D 2
18675 13030 S 9
36313 28649 T 9
1722 3061 D 10
20680 24191 T 13
39748 30846 S 2
25300 29291 S 16
21478 29969 S 12
19762 30611 T 5
3640 16552 T 15
5200 2711 T 11
5772 25714 D 18
9904 29275 T 15
20121 26380 S 3
15670 27865 S 17
17833 24981 D 4
11943 4691 D 18
21242 35510 S 12
38221 27062 S 12
12775 14402 T 10
3677 38993 S 9
25372 32101 T 18
19965 39375 D 9
20707 9558 T 19
14249 16827 T 9
12336 12819 D 9
36232 700 T 7
15101 26749 D 18
22093 5773 D 1
37874 20845 D 6
16571 24802 T 2
34359 36432 S 1
13258 27212 D 10
36382 11435 S 2
12134 28808 T 7
15556 18711 T 13
24484 1287 S 14
18483 35374 S 1
20175 4884 D 11
37668 14960 D 6
38523 12644 D 10
24078 14427 T 11
39586 18191 S 17
36902 22158 T 12
23445 3306 D 13
38679 32990 D 5
34226 22014 D 9
36974 38284 D 1
10927 24743 D 17
35521 6972 D 14
25162 7362 D 3
29519 15737 S 14
15394 39891 T 1
29233 925 T 6
22939 11716 D 6
10000 14518 T 12
39260 34862 T 8
1833 39847 S 15
7208 36482 T 3
8570 1560 S 19
1450 9986 T 4
10911 20013 D 17
28081 25840 T 11
358 18222 T 18
9436 23990 S 17
20189 16985 S 17
9819 32727 D 7
34286 19219 D 7
25556 25792 S 8
5805 33259 D 14
15451 33129 D 1
7703 24 S 8
24014 38876 D 14
12213 12075 D 11
4801 1127 D 9
16697 20880 S 13
6672 6644 T 1
36255 21735 D 9
14864 23731 T 13
20106 31991 S 15
27219 17163 S 3
29237 28973 T 9
26451 39990 D 18
20870 9702 D 15
16345 467 D 8
18554 28135 S 19
8217 4518 T 9
36509 4740 T 18
18254 29816 S 10
18788 30025 T 12
30014 16409 D 2
26110 10134 T 11
6952 23846 S 12
8332 32059 D 7
32929 23958 T 7
25049 30014 T 3
19829 29023 T 12
19047 37727 T 5
14135 1294 D 18
7779 11069 D 18
31267 3158 T 14
31568 11859 S 2
32169 17367 S 16
3732 19798 D 2
8820 20367 D 2
18094 11438 T 7
9083 9572 T 16
16992 16929 T 10
20086 28176 T 11
36387 20353 D 12
34071 2784 D 14
22582 15346 D 4
35712 28945 S 11
382 1600 S 1
11171 23912 S 17
37192 14265 T 6
38793 33331 S 19
10035 17781 T 17
16917 14911 S 14
30256 12322 D 7
1266 39220 D 17
819 34860 S 13
15123 26489 S 14
37106 18330 D 13
11660 7575 S 2
25355 216 S 3
11478 16759 S 11
25432 25370 D 4
20941 20176 D 3
11388 24862 T 19
7702 15658 S 9
33987 21117 D 8
28691 20835 D 19
17402 5840 D 11
22598 7140 D 2
28861 7369 S 16
27544 8478 D 10
29691 14364 D 15
26373 13320 D 15
34436 35607 S 14
12793 6048 D 18
11887 31599 T 6
35090 38742 D 9
6110 22648 S 17
27477 14366 D 6
25081 39784 D 3
13103 5814 S 8
1420 10521 D 12
12920 5947 S 18
37546 12536 D 6
7629 3564 S 3
22563 3039 D 3
13756 18085 T 4
17868 23525 T 18
29339 38454 S 15
5326 10931 T 5
16878 38432 D 19
7319 7750 D 9
11313 16345 T 19
15735 14186 D 12
32270 12879 D 13
32755 34968 S 4
29773 25022 T 2
35953 3228 T 19
1660 9098 T 17
16847 23364 T 12
36061 34368 D 19
8553 7706 S 1
16936 18667 D 14
9986 33826 T 3
15200 30041 D 18
33268 37254 D 19
6352 288 S 12
20003 9589 S 7
308 11501 S 7
15558 10902 S 5
25921 38754 S 17
28931 19373 S 12
9413 15927 D 14
13180 31965 T 10
28604 26919 D 7
36507 32197 S 18
3697 30638 T 2
37892 37116 D 6
35869 39337 T 5
18709 788 D 3
16714 36914 S 6
25230 17463 T 13
4381 33912 D 16
22460 25220 D 1
12210 28782 D 17
25897 2565 T 15
38254 39036 T 1
36176 28197 S 2
25110 24939 S 7
2401 33966 T 10
24229 28372 T 2
13591 30774 T 16
19555 27311 T 4
26227 18867 T 2
14255 22837 T 6
11033 35580 S 3
16870 7860 S 8
1825 12414 D 19
785 19124 S 16
9897 21937 T 12
5599 25130 S 8
349 11175 T 10
34011 10450 D 7
2381 33757 S 16
37968 29426 D 18
38191 9976 D 14
29099 11289 T 3
29578 2580 D 18
24061 12405 D 18
19931 36010 D 3
6459 5802 T 1
35911 5576 D 7
31353 12016 S 2
21991 12218 S 8
23506 30923 T 13
29854 27587 D 13
36343 27963 T 11
23972 22742 T 16
24895 38251 S 10
178 5470 D 10
17485 4704 S 1
13273 38647 D 2
29570 6057 S 15
29995 7175 S 10
31489 20716 D 14
39809 21877 D 17
16479 23272 T 3
28741 16542 S 8
21245 14668 D 13
13314 38025 T 14
433 30210 D 13
33736 4698 T 17
21765 4779 S 3
26655 31983 S 17
15254 839 D 1
17380 13383 D 19
24402 1327 T 6
35703 13489 D 3
51 8311 D 2
9361 32379 D 8
37157 16046 S 6
8028 4381 D 18
5219 32140 D 8
1875 22901 T 17
24228 39768 S 10
9608 13645 T 10
18307 31681 T 6
24060 22453 S 16
34851 16897 S 18
17629 17378 D 11
5869 38841 S 12
21741 12072 S 3
8191 3417 T 7
17061 27370 T 11
19050 27251 D 13
6055 27233 T 8
4129 14759 S 7
28488 11701 D 15
10541 35454 S 19
7525 17877 D 15
21293 2258 D 9
25979 17320 T 8
4570 38514 S 13
25747 14221 T 14
